0,0.0012,0.0028,0.0018,,1.5
1,0.0031,0.005,0.00465,,
2,0.0031,0.0068,0.00465,,
3,0.0037,0.0066,0.00555,,
4,0.0031,0.0106,0.00465,,
5,0.0012,0.0109,0.0018,,
6,0.0067,0.0117,0.01005,,
7,0.0061,0.0148,0.00915,,
8,0.0061,0.0172,0.00915,,
9,0.0061,0.0192,0.00915,,
10,0.0092,0.0206,0.0138,,
11,0.011,0.0232,0.0165,,
12,0.0092,0.0245,0.0138,,
13,0.011,0.0274,0.0165,,
14,0.0116,0.0296,0.0174,,
15,0.0116,0.0322,0.0174,,
16,0.0159,0.0337,0.02385,,
17,0.0134,0.0358,0.0201,,
18,0.0159,0.0391,0.02385,,
19,0.0165,0.0403,0.02475,,
20,0.0159,0.0449,0.02385,,
21,0.0195,0.046,0.02925,,
22,0.0177,0.0479,0.02655,,
23,0.0195,0.0515,0.02925,,
24,0.0214,0.052,0.0321,,
25,0.022,0.0563,0.033,,
26,0.0238,0.0583,0.0357,,
27,0.0256,0.0614,0.0384,,
28,0.0256,0.0635,0.0384,,
29,0.0256,0.0651,0.0384,,
30,0.0256,0.0694,0.0384,,
31,0.0281,0.0708,0.04215,,
32,0.0299,0.0759,0.04485,,
33,0.0317,0.0747,0.04755,,
34,0.0305,0.0812,0.04575,,
35,0.0323,0.0792,0.04845,,
36,0.0342,0.0857,0.0513,,
37,0.036,0.0897,0.054,,
38,0.0342,0.0867,0.0513,,
39,0.0385,0.096,0.05775,,
40,0.0385,0.0935,0.05775,,
41,0.0385,0.1011,0.05775,,
42,0.0403,0.0997,0.06045,,
43,0.0415,0.1044,0.06225,,
44,0.0415,0.11,0.06225,,
45,0.0427,0.1073,0.06405,,
46,0.0458,0.116,0.0687,,
47,0.0452,0.1134,0.0678,,
48,0.0464,0.1188,0.0696,,
49,0.0452,0.123,0.0678,,
50,0.0488,0.1242,0.0732,,
51,0.0494,0.1284,0.0741,,
52,0.0525,0.1293,0.07875,,
53,0.0555,0.1339,0.08325,,
54,0.0531,0.1371,0.07965,,
55,0.0549,0.1383,0.08235,,
56,0.0549,0.1439,0.08235,,
57,0.0574,0.1447,0.0861,,
58,0.058,0.149,0.087,,
59,0.0574,0.1523,0.0861,,
60,0.0604,0.1528,0.0906,,
61,0.061,0.1598,0.0915,,
62,0.0629,0.1598,0.09435,,
63,0.0629,0.1645,0.09435,,
64,0.0647,0.1673,0.09705,,
65,0.0653,0.1683,0.09795,,
66,0.0665,0.176,0.09975,,
67,0.0671,0.1759,0.10065,,
68,0.069,0.1802,0.1035,,
69,0.0739,0.184,0.11085,,
70,0.0726,0.1833,0.1089,,
71,0.0751,0.1916,0.11265,,
72,0.0751,0.191,0.11265,,
73,0.0763,0.1963,0.11445,,
74,0.0775,0.2002,0.11625,,
75,0.0775,0.2007,0.11625,,
76,0.0806,0.2061,0.1209,,
77,0.0824,0.2071,0.1236,,
78,0.0818,0.2144,0.1227,,
79,0.0818,0.2132,0.1227,,
80,0.0842,0.2176,0.1263,,
81,0.0861,0.2227,0.12915,,
82,0.0867,0.2227,0.13005,,
83,0.0885,0.229,0.13275,,
84,0.0897,0.2299,0.13455,,
85,0.0903,0.2342,0.13545,,
86,0.094,0.2384,0.141,,
87,0.0928,0.2396,0.1392,,
88,0.094,0.2447,0.141,,
89,0.0983,0.2454,0.14745,,
90,0.0977,0.2505,0.14655,,
91,0.0977,0.2536,0.14655,,
92,0.1019,0.2567,0.15285,,
93,0.1025,0.2597,0.15375,,
94,0.1025,0.2626,0.15375,,
95,0.105,0.2652,0.1575,,
96,0.1056,0.2695,0.1584,,
97,0.108,0.2727,0.162,,
98,0.1086,0.2746,0.1629,,
99,0.1123,0.2792,0.16845,,
100,0.1123,0.2821,0.16845,,
101,0.1129,0.2849,0.16935,,
102,0.1147,0.2881,0.17205,,
103,0.1154,0.292,0.1731,,
104,0.1172,0.2937,0.1758,,
105,0.1184,0.298,0.1776,,
106,0.1202,0.2996,0.1803,,
107,0.1233,0.3051,0.18495,,
108,0.1233,0.3075,0.18495,,
109,0.1245,0.3098,0.18675,,
110,0.1263,0.315,0.18945,,
111,0.1257,0.3154,0.18855,,
112,0.1318,0.3208,0.1977,,
113,0.1306,0.3226,0.1959,,
114,0.1324,0.3287,0.1986,,
115,0.1349,0.3291,0.20235,,
116,0.1343,0.3336,0.20145,,
117,0.1379,0.3362,0.20685,,
118,0.1392,0.339,0.2088,,
119,0.1379,0.3443,0.20685,,
120,0.1422,0.3461,0.2133,,
121,0.1416,0.3517,0.2124,,
122,0.1434,0.3523,0.2151,,
123,0.1447,0.3581,0.21705,,
124,0.1471,0.3612,0.22065,,
125,0.1489,0.3626,0.22335,,
126,0.1508,0.3694,0.2262,,
127,0.1532,0.3693,0.2298,,
128,0.1532,0.3751,0.2298,,
129,0.1556,0.3782,0.2334,,
130,0.1563,0.3815,0.23445,,
131,0.1563,0.3865,0.23445,,
132,0.1593,0.3887,0.23895,,
133,0.1611,0.3941,0.24165,,
134,0.1624,0.3965,0.2436,,
135,0.1636,0.4004,0.2454,,
136,0.1636,0.4043,0.2454,,
137,0.1666,0.4081,0.2499,,
138,0.1685,0.4107,0.25275,,
139,0.1709,0.4169,0.25635,,
140,0.1727,0.419,0.25905,,
141,0.174,0.424,0.261,,
142,0.1758,0.4278,0.2637,,
143,0.1764,0.431,0.2646,,
144,0.1776,0.435,0.2664,,
145,0.1782,0.4386,0.2673,,
146,0.1813,0.4426,0.27195,,
147,0.1819,0.4469,0.27285,,
148,0.1843,0.4516,0.27645,,
149,0.1868,0.4557,0.2802,,
150,0.1868,0.458,0.2802,,
151,0.1904,0.4625,0.2856,,
152,0.1904,0.4665,0.2856,,
153,0.1935,0.4708,0.29025,,
154,0.1947,0.4754,0.29205,,
155,0.1971,0.4788,0.29565,,
156,0.1965,0.482,0.29475,,
157,0.2002,0.4865,0.3003,,
158,0.2008,0.4905,0.3012,,
159,0.2014,0.4958,0.3021,,
160,0.2039,0.4986,0.30585,,
161,0.2069,0.5015,0.31035,,
162,0.2075,0.5067,0.31125,,
163,0.2087,0.5099,0.31305,,
164,0.2124,0.5155,0.3186,,
165,0.213,0.5189,0.3195,,
166,0.2142,0.523,0.3213,,
167,0.2161,0.5267,0.32415,,
168,0.2197,0.5291,0.32955,,
169,0.2203,0.5352,0.33045,,
170,0.2197,0.5374,0.32955,,
171,0.224,0.5432,0.336,,
172,0.2258,0.5468,0.3387,,
173,0.2258,0.5496,0.3387,,
174,0.2295,0.5555,0.34425,,
175,0.2319,0.5572,0.34785,,
176,0.2332,0.5621,0.3498,,
177,0.2356,0.5654,0.3534,,
178,0.235,0.5695,0.3525,,
179,0.2399,0.5726,0.35985,,
180,0.2405,0.5768,0.36075,,
181,0.2411,0.5822,0.36165,,
182,0.2441,0.5838,0.36615,,
183,0.2466,0.5893,0.3699,,
184,0.2472,0.5922,0.3708,,
185,0.2509,0.597,0.37635,,
186,0.2484,0.5992,0.3726,,
187,0.2521,0.6027,0.37815,,
188,0.257,0.6073,0.3855,,
189,0.257,0.6105,0.3855,,
190,0.2576,0.6156,0.3864,,
191,0.2618,0.6187,0.3927,,
192,0.2618,0.6225,0.3927,,
193,0.2637,0.6257,0.39555,,
194,0.2643,0.6306,0.39645,,
195,0.2679,0.633,0.40185,,
196,0.2704,0.6377,0.4056,,
197,0.2734,0.6404,0.4101,,
198,0.2741,0.6453,0.41115,,
199,0.2771,0.6494,0.41565,,
200,0.2777,0.653,0.41655,,
201,0.2789,0.657,0.41835,,
202,0.2814,0.6598,0.4221,,
203,0.2814,0.6654,0.4221,,
204,0.2844,0.668,0.4266,,
205,0.2844,0.6723,0.4266,,
206,0.2899,0.6771,0.43485,,
207,0.2918,0.6811,0.4377,,
208,0.293,0.6861,0.4395,,
209,0.2942,0.6884,0.4413,,
210,0.2985,0.6945,0.44775,,
211,0.2966,0.6973,0.4449,,
212,0.3009,0.7018,0.45135,,
213,0.3021,0.7064,0.45315,,
214,0.3052,0.7108,0.4578,,
215,0.307,0.7149,0.4605,,
216,0.3095,0.7196,0.46425,,
217,0.3101,0.7238,0.46515,,
218,0.3119,0.7286,0.46785,,
219,0.3156,0.7331,0.4734,,
220,0.3162,0.7369,0.4743,,
221,0.3174,0.7414,0.4761,,
222,0.3204,0.7469,0.4806,,
223,0.3229,0.7512,0.48435,,
224,0.3229,0.7559,0.48435,,
225,0.3272,0.7598,0.4908,,
226,0.3284,0.7656,0.4926,,
227,0.3314,0.7684,0.4971,,
228,0.3326,0.7734,0.4989,,
229,0.3345,0.7798,0.50175,,
230,0.3363,0.7832,0.50445,,
231,0.3381,0.7881,0.50715,,
232,0.3424,0.7924,0.5136,,
233,0.3418,0.797,0.5127,,
234,0.3467,0.8026,0.52005,,
235,0.3491,0.8068,0.52365,,
236,0.3497,0.812,0.52455,,
237,0.354,0.8166,0.531,,
238,0.354,0.8206,0.531,,
239,0.3577,0.8261,0.53655,,
240,0.3601,0.8297,0.54015,,
241,0.3638,0.8365,0.5457,,
242,0.3638,0.8396,0.5457,,
243,0.365,0.8453,0.5475,,
244,0.3662,0.8475,0.5493,,
245,0.3693,0.8547,0.55395,,
246,0.3723,0.8577,0.55845,,
247,0.3742,0.8636,0.5613,,
248,0.3772,0.8688,0.5658,,
249,0.379,0.8721,0.5685,,
250,0.3796,0.8763,0.5694,,
251,0.3833,0.881,0.57495,,
252,0.3851,0.8861,0.57765,,
253,0.387,0.89,0.5805,,
254,0.39,0.8952,0.585,,
255,0.3912,0.8982,0.5868,,
256,0.3931,0.9035,0.58965,,
257,0.3967,0.908,0.59505,,
258,0.3992,0.9129,0.5988,,
259,0.4047,0.9179,0.60705,,
260,0.4053,0.9201,0.60795,,
261,0.4053,0.9256,0.60795,,
262,0.4065,0.93,0.60975,,
263,0.4102,0.9338,0.6153,,
264,0.4126,0.9389,0.6189,,
265,0.4163,0.9431,0.62445,,
266,0.4181,0.9473,0.62715,,
267,0.4211,0.9524,0.63165,,
268,0.4218,0.9561,0.6327,,
269,0.4242,0.9608,0.6363,,
270,0.4266,0.9638,0.6399,,
271,0.4279,0.9703,0.64185,,
272,0.434,0.9743,0.651,,
273,0.4346,0.9776,0.6519,,
274,0.4358,0.9842,0.6537,,
275,0.4401,0.9876,0.66015,,
276,0.4419,0.9933,0.66285,,
277,0.4443,0.9976,0.66645,,
278,0.4474,1.0019,0.6711,,
279,0.4492,1.0063,0.6738,,
280,0.4517,1.0113,0.67755,,
281,0.4547,1.0179,0.68205,,
282,0.4578,1.0211,0.6867,,
283,0.459,1.0269,0.6885,,
284,0.4614,1.0321,0.6921,,
285,0.4639,1.0364,0.69585,,
286,0.4669,1.042,0.70035,,
287,0.47,1.0458,0.705,,
288,0.4718,1.0535,0.7077,,
289,0.4761,1.0566,0.71415,,
290,0.4791,1.0621,0.71865,,
291,0.4816,1.068,0.7224,,
292,0.481,1.0721,0.7215,,
293,0.4865,1.078,0.72975,,
294,0.4883,1.0838,0.73245,,
295,0.4907,1.0892,0.73605,,
296,0.492,1.0936,0.738,,
297,0.4974,1.1,0.7461,,
298,0.4987,1.1035,0.74805,,
299,0.5023,1.1109,0.75345,,
300,0.5029,1.1152,0.75435,,
301,0.5072,1.121,0.7608,,
302,0.5109,1.1259,0.76635,,
303,0.5127,1.1316,0.76905,,
304,0.5158,1.137,0.7737,,
305,0.5176,1.1418,0.7764,,
306,0.5188,1.1487,0.7782,,
307,0.5231,1.1533,0.78465,,
308,0.5249,1.1589,0.78735,,
309,0.5292,1.1635,0.7938,,
310,0.5316,1.1695,0.7974,,
311,0.5341,1.1746,0.80115,,
312,0.5365,1.1787,0.80475,,
313,0.5383,1.1859,0.80745,,
314,0.5438,1.1895,0.8157,,
315,0.5457,1.1956,0.81855,,
316,0.5475,1.2017,0.82125,,
317,0.5499,1.2044,0.82485,,
318,0.553,1.2102,0.8295,,
319,0.5554,1.2152,0.8331,,
320,0.5591,1.2203,0.83865,,
321,0.5609,1.2263,0.84135,,
322,0.5652,1.2306,0.8478,,
323,0.5689,1.2352,0.85335,,
324,0.5707,1.2403,0.85605,,
325,0.5719,1.2457,0.85785,,
326,0.5768,1.2501,0.8652,,
327,0.5786,1.2551,0.8679,,
328,0.5829,1.2601,0.87435,,
329,0.5859,1.265,0.87885,,
330,0.5878,1.27,0.8817,,
331,0.5896,1.2749,0.8844,,
332,0.5939,1.2812,0.89085,,
333,0.5969,1.2862,0.89535,,
334,0.5982,1.289,0.8973,,
335,0.6018,1.2958,0.9027,,
336,0.6055,1.3003,0.90825,,
337,0.6067,1.3073,0.91005,,
338,0.6134,1.3125,0.9201,,
339,0.614,1.3181,0.921,,
340,0.6177,1.3224,0.92655,,
341,0.622,1.3278,0.933,,
342,0.6232,1.3339,0.9348,,
343,0.6281,1.3399,0.94215,,
344,0.6293,1.3456,0.94395,,
345,0.6329,1.3505,0.94935,,
346,0.636,1.3578,0.954,,
347,0.6415,1.3621,0.96225,,
348,0.6439,1.3698,0.96585,,
349,0.6458,1.3739,0.9687,,
350,0.6494,1.3806,0.9741,,
351,0.6525,1.3865,0.97875,,
352,0.6549,1.3911,0.98235,,
353,0.6586,1.3989,0.9879,,
354,0.6616,1.4036,0.9924,,
355,0.6647,1.4116,0.99705,,
356,0.6683,1.4154,1.00245,,
357,0.6702,1.4233,1.0053,,
358,0.6738,1.4288,1.0107,,
359,0.6763,1.4338,1.01445,,
360,0.6799,1.4409,1.01985,,
361,0.6842,1.4462,1.0263,,
362,0.6891,1.4549,1.03365,,
363,0.6921,1.4586,1.03815,,
364,0.6934,1.4656,1.0401,,
365,0.6989,1.4713,1.04835,,
366,0.7007,1.4782,1.05105,,
367,0.7056,1.4839,1.0584,,
368,0.708,1.4892,1.062,,
369,0.7086,1.4953,1.0629,,
370,0.7153,1.5018,1.07295,,
371,0.7184,1.5077,1.0776,,
372,0.7221,1.5136,1.08315,,
373,0.7239,1.5192,1.08585,,
374,0.7288,1.5248,1.0932,,
375,0.7312,1.5301,1.0968,,
376,0.7349,1.5358,1.10235,,
377,0.7379,1.5408,1.10685,,
378,0.7434,1.5474,1.1151,,
379,0.7434,1.5525,1.1151,,
380,0.7483,1.559,1.12245,,
381,0.7526,1.5631,1.1289,,
382,0.7568,1.5694,1.1352,,
383,0.7599,1.5749,1.13985,,
384,0.7623,1.5814,1.14345,,
385,0.7666,1.586,1.1499,,
386,0.7709,1.5913,1.15635,,
387,0.7727,1.5972,1.15905,,
388,0.7782,1.6029,1.1673,,
389,0.7813,1.6103,1.17195,,
390,0.788,1.6158,1.182,,
391,0.7898,1.6215,1.1847,,
392,0.791,1.6272,1.1865,,
393,0.7959,1.6333,1.19385,,
394,0.8008,1.6391,1.2012,,
395,0.8063,1.6466,1.20945,,
396,0.8069,1.6523,1.21035,,
397,0.8106,1.6593,1.2159,,
398,0.8173,1.6644,1.22595,,
399,0.8185,1.6725,1.22775,,
400,0.8258,1.678,1.2387,,
401,0.8283,1.6839,1.24245,,
402,0.8307,1.6915,1.24605,,
403,0.835,1.6977,1.2525,,
404,0.8386,1.7048,1.2579,,
405,0.8423,1.7125,1.26345,,
406,0.8466,1.7172,1.2699,,
407,0.8502,1.7248,1.2753,,
408,0.8563,1.7326,1.28445,,
409,0.8588,1.7382,1.2882,,
410,0.8643,1.7457,1.29645,,
411,0.8667,1.7526,1.30005,,
412,0.8698,1.7587,1.3047,,
413,0.8734,1.767,1.3101,,
414,0.8771,1.7734,1.31565,,
415,0.8832,1.7813,1.3248,,
416,0.8869,1.7872,1.33035,,
417,0.8899,1.7939,1.33485,,
418,0.896,1.8003,1.344,,
419,0.8978,1.808,1.3467,,
420,0.9021,1.815,1.35315,,
421,0.9058,1.8211,1.3587,,
422,0.9125,1.8277,1.36875,,
423,0.9162,1.834,1.3743,,
424,0.9186,1.8406,1.3779,,
425,0.9259,1.8481,1.38885,,
426,0.9284,1.8529,1.3926,,
427,0.9345,1.8592,1.40175,,
428,0.9369,1.865,1.40535,,
429,0.9418,1.8724,1.4127,,
430,0.9454,1.8779,1.4181,,
431,0.9534,1.8848,1.4301,,
432,0.954,1.8909,1.431,,
433,0.9589,1.8973,1.43835,,
434,0.9638,1.9033,1.4457,,
435,0.9693,1.9099,1.45395,,
436,0.9711,1.9162,1.45665,,
437,0.9766,1.9227,1.4649,,
438,0.9815,1.9299,1.47225,,
439,0.9845,1.9355,1.47675,,
440,0.9906,1.9437,1.4859,,
441,0.9961,1.9495,1.49415,,
442,1.0004,1.9569,1.5006,,
443,1.0047,1.964,1.50705,,
444,1.0083,1.9704,1.51245,,
445,1.0108,1.978,1.5162,,
446,1.0199,1.9844,1.52985,,
447,1.0217,1.9934,1.53255,,
448,1.0278,1.9988,1.5417,,
449,1.0303,2.0078,1.54545,,
450,1.0376,2.0149,1.5564,,
451,1.0413,2.0213,1.56195,,
452,1.0449,2.0305,1.56735,,
453,1.0492,2.035,1.5738,,
454,1.0529,2.0457,1.57935,,
455,1.0596,2.0504,1.5894,,
456,1.0657,2.0605,1.59855,,
457,1.0687,2.0685,1.60305,,
458,1.073,2.0742,1.6095,,
459,1.0791,2.0841,1.61865,,
460,1.0864,2.0901,1.6296,,
461,1.0864,2.0988,1.6296,,
462,1.0919,2.1053,1.63785,,
463,1.0962,2.1131,1.6443,,
464,1.1023,2.1216,1.65345,,
465,1.1066,2.1276,1.6599,,
466,1.1133,2.1361,1.66995,,
467,1.117,2.1423,1.6755,,
468,1.1225,2.1512,1.68375,,
469,1.1298,2.1566,1.6947,,
470,1.1322,2.1643,1.6983,,
471,1.1383,2.1703,1.70745,,
472,1.1426,2.1771,1.7139,,
473,1.1475,2.1856,1.72125,,
474,1.1524,2.192,1.7286,,
475,1.1572,2.1981,1.7358,,
476,1.1633,2.2056,1.74495,,
477,1.1695,2.211,1.75425,,
478,1.1725,2.2192,1.75875,,
479,1.1786,2.2265,1.7679,,
480,1.1817,2.2336,1.77255,,
481,1.1896,2.24,1.7844,,
482,1.1957,2.2474,1.79355,,
483,1.2006,2.2556,1.8009,,
484,1.2055,2.2613,1.80825,,
485,1.2116,2.2705,1.8174,,
486,1.2152,2.2779,1.8228,,
487,1.2189,2.2856,1.82835,,
488,1.225,2.2935,1.8375,,
489,1.2299,2.3001,1.84485,,
490,1.2354,2.3084,1.8531,,
491,1.2445,2.3176,1.86675,,
492,1.247,2.3244,1.8705,,
493,1.2506,2.3329,1.8759,,
494,1.2561,2.3406,1.88415,,
495,1.2622,2.3483,1.8933,,
496,1.2689,2.3567,1.90335,,
497,1.2732,2.3657,1.9098,,
498,1.2775,2.3737,1.91625,,
499,1.2842,2.3818,1.9263,,
500,1.2909,2.3905,1.93635,,
501,1.2946,2.3981,1.9419,,
502,1.2995,2.4077,1.94925,,
503,1.3062,2.4141,1.9593,,
504,1.3111,2.4237,1.96665,,
505,1.3153,2.4317,1.97295,,
506,1.3227,2.439,1.98405,,
507,1.3281,2.4473,1.99215,,
508,1.333,2.4544,1.9995,,
509,1.3391,2.4637,2.00865,,
510,1.3471,2.4691,2.02065,,
511,1.3495,2.4793,2.02425,,
512,1.3568,2.4841,2.0352,,
513,1.3617,2.4924,2.04255,,
514,1.3684,2.4998,2.0526,,
515,1.3733,2.5056,2.05995,,
516,1.3788,2.5149,2.0682,,
517,1.3837,2.5207,2.07555,,
518,1.3898,2.5293,2.0847,,
519,1.3953,2.5359,2.09295,,
520,1.4032,2.5432,2.1048,,
521,1.4081,2.5519,2.11215,,
522,1.4124,2.5569,2.1186,,
523,1.4185,2.5667,2.12775,,
524,1.4264,2.5738,2.1396,,
525,1.4301,2.5813,2.14515,,
526,1.4356,2.5895,2.1534,,
527,1.4386,2.5986,2.1579,,
528,1.4453,2.6055,2.16795,,
529,1.4527,2.6135,2.17905,,
530,1.4582,2.6224,2.1873,,
531,1.4649,2.63,2.19735,,
532,1.4691,2.6387,2.20365,,
533,1.4746,2.6468,2.2119,,
534,1.4813,2.6561,2.22195,,
535,1.4874,2.6627,2.2311,,
536,1.496,2.6735,2.244,,
537,1.4997,2.6799,2.24955,,
538,1.5058,2.6902,2.2587,,
539,1.5113,2.6988,2.26695,,
540,1.5161,2.7061,2.27415,,
541,1.5216,2.7168,2.2824,,
542,1.5271,2.7231,2.29065,,
543,1.5338,2.7324,2.3007,,
544,1.5399,2.7411,2.30985,,
545,1.546,2.7501,2.319,,
546,1.5528,2.7594,2.3292,,
547,1.5595,2.7652,2.33925,,
548,1.5631,2.7738,2.34465,,
549,1.5686,2.781,2.3529,,
550,1.5735,2.7905,2.36025,,
551,1.5808,2.7964,2.3712,,
552,1.5857,2.8056,2.37855,,
553,1.5906,2.8132,2.3859,,
554,1.5998,2.8193,2.3997,,
555,1.6059,2.8283,2.40885,,
556,1.6077,2.8341,2.41155,,
557,1.6187,2.8432,2.42805,,
558,1.6223,2.8493,2.43345,,
559,1.6278,2.8579,2.4417,,
560,1.6376,2.8661,2.4564,,
561,1.64,2.8721,2.46,,
562,1.6468,2.8817,2.4702,,
563,1.6529,2.8887,2.47935,,
564,1.659,2.8972,2.4885,,
565,1.6638,2.904,2.4957,,
566,1.6712,2.9135,2.5068,,
567,1.6761,2.9206,2.51415,,
568,1.6797,2.9296,2.51955,,
569,1.6895,2.9382,2.53425,,
570,1.695,2.9454,2.5425,,
571,1.7023,2.9549,2.55345,,
572,1.7053,2.9628,2.55795,,
573,1.7139,2.9723,2.57085,,
574,1.7188,2.9789,2.5782,,
575,1.7249,2.9893,2.58735,,
576,1.7298,2.9969,2.5947,,
577,1.7359,3.0048,2.60385,,
578,1.7407,3.0154,2.61105,,
579,1.7469,3.0235,2.62035,,
580,1.753,3.0331,2.6295,,
581,1.7615,3.0404,2.64225,,
582,1.7633,3.0494,2.64495,,
583,1.7725,3.0578,2.65875,,
584,1.7762,3.0654,2.6643,,
585,1.7823,3.0759,2.67345,,
586,1.7914,3.0826,2.6871,,
587,1.7951,3.0918,2.69265,,
588,1.8018,3.0995,2.7027,,
589,1.8085,3.1057,2.71275,,
590,1.8146,3.1158,2.7219,,
591,1.8183,3.1211,2.72745,,
592,1.8244,3.1298,2.7366,,
593,1.8311,3.1367,2.74665,,
594,1.8378,3.145,2.7567,,
595,1.8421,3.1531,2.76315,,
596,1.8506,3.159,2.7759,,
597,1.8555,3.1692,2.78325,,
598,1.8616,3.1743,2.7924,,
599,1.8677,3.1829,2.80155,,
600,1.8732,3.1917,2.8098,,
601,1.8775,3.1982,2.81625,,
602,1.8842,3.2063,2.8263,,
603,1.8915,3.2142,2.83725,,
604,1.8982,3.2238,2.8473,,
605,1.9074,3.2324,2.8611,,
606,1.9092,3.2398,2.8638,,
607,1.9159,3.2475,2.87385,,
608,1.9232,3.2568,2.8848,,
609,1.9294,3.2643,2.8941,,
